"ORDERTYPE","CHANNELID","SALESCHANNEL","SALESPERSON","CREATIONDATE","STOREID","SUBSALESCHANNEL"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/07/2023 03:07:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",27/07/2023 03:07:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/07/2023 03:05:14,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/07/2023 03:04:01,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/07/2023 03:03:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",27/07/2023 03:01:49,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",27/07/2023 00:22:18,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",27/07/2023 00:20:07,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",26/07/2023 22:14:54,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",26/07/2023 20:12:56,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",26/07/2023 20:09:13,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","NKUMARS4",26/07/2023 07:12:43,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",26/07/2023 03:52:53,"8100","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",26/07/2023 03:26:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/07/2023 03:26:14,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/07/2023 03:24:24,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/07/2023 03:20:55,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/07/2023 03:11:06,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/07/2023 03:02:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/07/2023 03:02:18,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/07/2023 03:02:13,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",25/07/2023 22:40:11,"","Care"
"ACTIVATION","RETAIL","In-Person","repretail",25/07/2023 22:12:11,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/07/2023 22:11:33,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",25/07/2023 22:06:41,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",25/07/2023 20:11:47,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",25/07/2023 20:08:17,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/07/2023 20:07:42,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/07/2023 03:55:51,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",25/07/2023 03:51:55,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",25/07/2023 03:49:50,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/07/2023 03:49:04,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/07/2023 03:08:54,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/07/2023 03:07:36,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/07/2023 03:03:44,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/07/2023 03:03:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/07/2023 03:01:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/07/2023 03:01:43,"","Back Office and Support"
"EXCHANGE","RETAIL","In-Person","RManage3",25/07/2023 01:16:52,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",25/07/2023 01:15:28,"491","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",25/07/2023 01:11:50,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",25/07/2023 01:03:39,"491","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",25/07/2023 00:36:01,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",25/07/2023 00:25:51,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",25/07/2023 00:18:11,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/07/2023 00:06:56,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",24/07/2023 23:36:33,"999C","Full Service"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",24/07/2023 23:21:41,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",24/07/2023 23:20:03,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",24/07/2023 23:18:04,"8808","Full Service"
"RETURN","RETAIL","In-Person","RManage3",24/07/2023 23:02:18,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 22:54:13,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 22:33:32,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 22:18:28,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 21:48:06,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 21:08:59,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",24/07/2023 20:19:38,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",24/07/2023 08:04:00,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",24/07/2023 07:41:48,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 05:34:50,"8499","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 05:24:10,"8499","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 05:15:11,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",24/07/2023 03:13:27,"491","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",24/07/2023 03:10:27,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/07/2023 03:09:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/07/2023 03:05:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/07/2023 03:01:51,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",23/07/2023 23:59:16,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",23/07/2023 21:25:35,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",23/07/2023 20:08:08,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",23/07/2023 20:03:40,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",23/07/2023 20:01:14,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",23/07/2023 20:00:07,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",21/07/2023 04:01:10,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/07/2023 03:20:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",21/07/2023 03:19:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",21/07/2023 03:19:22,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/07/2023 03:13:00,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",21/07/2023 03:10:39,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/07/2023 03:06:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/07/2023 03:06:49,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/07/2023 03:06:44,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",21/07/2023 03:01:49,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",21/07/2023 01:50:10,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",21/07/2023 01:49:30,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",21/07/2023 00:08:39,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",20/07/2023 23:57:08,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",20/07/2023 20:07:53,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",20/07/2023 20:05:45,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",20/07/2023 20:05:01,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",20/07/2023 14:43:14,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",20/07/2023 13:24:53,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",20/07/2023 08:57:53,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",20/07/2023 08:49:06,"491","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",20/07/2023 05:39:40,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/07/2023 04:53:22,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/07/2023 04:48:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/07/2023 04:48:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/07/2023 04:24:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/07/2023 04:10:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/07/2023 03:21:50,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/07/2023 03:13:49,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 03:12:21,"","Care"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/07/2023 03:08:22,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/07/2023 03:02:30,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",20/07/2023 03:02:22,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",20/07/2023 03:01:43,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 02:51:13,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 01:46:42,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 01:26:55,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 00:54:37,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 00:37:33,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 00:22:37,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","NMENDIR2",20/07/2023 00:08:02,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",20/07/2023 00:03:58,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","NMENDIR2",20/07/2023 00:02:54,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","NMENDIR2",19/07/2023 23:59:00,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","NMENDIR2",19/07/2023 23:56:19,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","AMISHRA103",19/07/2023 23:52:33,"","Care"
"EXCHANGE","RETAIL","In-Person","RManage3",19/07/2023 23:51:48,"491","Full Service"
"RETURN","RETAIL","In-Person","RManage3",19/07/2023 23:50:10,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",19/07/2023 23:48:07,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",19/07/2023 23:38:48,"","Care"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",19/07/2023 23:33:26,"","Care"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",19/07/2023 23:21:23,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",19/07/2023 23:03:13,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",19/07/2023 22:43:38,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",19/07/2023 22:41:21,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",19/07/2023 22:40:48,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",19/07/2023 22:40:38,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",19/07/2023 20:51:03,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",19/07/2023 20:10:53,"4683","Full Service"
"POSTPAYMENT","ERICSSON","Support","EMM",19/07/2023 08:17:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/07/2023 08:04:37,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/07/2023 08:04:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/07/2023 08:04:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/07/2023 08:04:29,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/07/2023 08:04:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/07/2023 03:07:09,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/07/2023 03:06:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/07/2023 03:06:16,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/07/2023 03:06:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/07/2023 03:05:23,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/07/2023 03:04:38,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/07/2023 03:04:25,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/07/2023 03:03:16,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",19/07/2023 02:38:55,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",19/07/2023 02:15:56,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",19/07/2023 02:12:21,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",19/07/2023 02:11:39,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",18/07/2023 22:01:26,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",18/07/2023 21:59:22,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",18/07/2023 21:29:28,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",18/07/2023 21:26:51,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",18/07/2023 21:17:28,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",18/07/2023 21:10:26,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",18/07/2023 21:08:22,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",18/07/2023 21:07:36,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",18/07/2023 04:42:51,"","Care"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",17/07/2023 23:23:59,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/07/2023 20:20:57,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",17/07/2023 20:14:43,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/07/2023 20:13:56,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/07/2023 07:40:18,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",17/07/2023 07:35:10,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/07/2023 07:34:26,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/07/2023 06:55:24,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/07/2023 03:56:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/07/2023 03:18:41,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/07/2023 03:10:09,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/07/2023 03:02:36,"7806","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/07/2023 03:01:52,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",17/07/2023 03:00:27,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/07/2023 02:59:44,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",16/07/2023 20:19:48,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",16/07/2023 20:17:32,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",16/07/2023 20:16:47,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",16/07/2023 20:12:04,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/07/2023 03:16:05,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:15:53,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:15:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/07/2023 03:13:17,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:09:17,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:08:21,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:08:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:07:22,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/07/2023 03:05:56,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:05:50,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/07/2023 03:04:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",14/07/2023 03:03:55,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",14/07/2023 03:02:08,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","RManage3",14/07/2023 00:07:46,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",13/07/2023 22:33:49,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",13/07/2023 21:18:16,"491","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",13/07/2023 20:05:27,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",13/07/2023 03:12:22,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:10:55,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/07/2023 03:10:46,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:09:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:09:26,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:08:59,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:08:42,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:08:37,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:06:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:06:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:06:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:04:40,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/07/2023 03:04:29,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:04:13,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",13/07/2023 03:03:22,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",13/07/2023 03:02:49,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","RManage3",13/07/2023 01:27:07,"491","Full Service"
